decay_rank,cluster_id,violation_count,total_decayed_impact,avg_decayed_impact,last_active_date,first_violation_date,total_raw_impact,days_since_last_violation,trend_slope,trend_direction,decay_score_norm,hotspot_impact_score,orig_score_norm,hotspot_score_decay_blended,freshness
1905,5226,21,22.525561204290916,1.0726457716329008,2024-03-21,2023-12-27,32.05,18,0.6429,increasing,0.0014447277716114768,26.087142857142855,0.01091276647265396,0.004285,active_this_month
1906,5988,18,19.12165419582728,1.0623141219904044,2024-04-03,2023-11-11,35.440000000000005,5,0.1786,stable,0.0012264105033973744,27.232531468531477,0.011391905123635013,0.004276,active_this_week
1907,1736,21,20.379808014243466,0.9704670482973079,2024-04-05,2023-11-13,33.440000000000005,3,0.2143,stable,0.001307105041746041,26.782531468531477,0.011203661246580853,0.004276,active_this_week
1908,3581,11,21.249084629360414,1.9317349663054921,2024-03-04,2023-12-26,37.28000000000001,34,0.1429,stable,0.0013628580618675838,26.422347826086963,0.011052989323680311,0.00427,active_this_quarter
1909,12112,35,16.645365800222248,0.47558188000634993,2024-04-05,2023-11-10,30.150000000000002,3,-0.3214,stable,0.0010675881511725462,28.06448979591837,0.011739929703845685,0.004269,active_this_week
1910,3491,19,18.369768519053093,0.966829922055426,2024-02-06,2023-12-13,35.05,62,-0.0357,stable,0.0011781866163891506,27.41636363636364,0.011468805745857229,0.004265,active_this_quarter
1911,2552,25,17.834848024666062,0.7133939209866424,2024-02-25,2023-11-15,32.85,43,0.0714,stable,0.0011438782816561685,27.57764705882353,0.011536273783075925,0.004262,active_this_quarter
1912,4829,17,24.540897853644488,1.4435822266849698,2024-04-05,2023-11-12,33.84,2,0.8214,increasing,0.0015739859419212532,25.17468965517241,0.010531069298499743,0.004261,active_this_week
1913,7171,14,23.36706675993016,1.6690761971378687,2024-04-01,2023-11-18,35.28,6,0.3214,stable,0.0014986996320757468,25.563522388059702,0.010693725701087004,0.004257,active_this_week
1914,10566,12,14.321176089678763,1.1934313408065635,2024-03-09,2024-03-07,18.0,30,0.8571,increasing,0.0009185209918301998,28.8,0.012047608131466178,0.004257,active_this_month
1915,5949,22,16.976261452914176,0.7716482478597353,2024-03-24,2023-11-19,34.24,15,-0.4643,stable,0.0010888108916234467,27.844,0.011647694472657786,0.004256,active_this_month
1916,4335,27,19.7698307800892,0.7322159548181185,2024-04-03,2023-11-18,30.45,5,-0.0,stable,0.001267982773393164,26.78470588235294,0.011204570846776571,0.004249,active_this_week
1917,7195,19,23.159190269109494,1.218904751005763,2024-04-06,2023-11-23,33.2,2,0.4643,stable,0.001485367003572953,25.565522388059705,0.01069456234054058,0.004248,active_this_week
1918,1219,30,21.953184365382203,0.7317728121794068,2024-03-26,2023-12-09,28.480000000000004,13,1.8214,increasing,0.0014080170895778997,25.989869158878506,0.010872074965772454,0.004247,active_this_month
1919,2143,21,8.989214406101102,0.4280578288619572,2024-01-08,2024-01-08,17.28,91,0.0,stable,0.0005765435799659601,30.618,0.012808113394764979,0.004246,dormant
1920,1603,19,20.846303369923728,1.0971738615749331,2024-03-29,2023-11-19,33.52,10,0.1786,stable,0.0013370247755793833,26.350549618320613,0.011022954717023694,0.004243,active_this_month
1921,1538,29,19.479545589978805,0.6717084686199588,2024-04-02,2023-11-15,30.3,5,0.1429,stable,0.001249364676732375,26.84304347826087,0.011228974613958187,0.004243,active_this_week
1922,8671,29,19.733906807282683,0.6804795450787132,2024-04-03,2023-11-11,29.85,5,0.5357,increasing,0.0012656787082154092,26.733426573426573,0.011183119700276665,0.004241,active_this_week
1923,8254,6,10.27361818532153,1.7122696975535883,2023-12-19,2023-12-19,22.68,110,0.0,insufficient_data,0.0006589217188710637,30.108,0.012594770334103599,0.00424,dormant
1924,2769,20,24.45542905098475,1.2227714525492375,2024-04-07,2024-01-08,29.760000000000005,1,1.2143,increasing,0.0015685042071183315,25.02266666666667,0.010467475083482674,0.004238,active_this_week
1925,6179,29,16.464744371363043,0.5677498059090704,2024-03-18,2023-11-16,31.1,20,-0.3571,stable,0.0010560035876602581,27.8772131147541,0.011661588173747467,0.004238,active_this_month
1926,6395,20,17.96325284102614,0.898162642051307,2024-03-24,2023-11-30,33.92,15,-0.1429,stable,0.0011521138147255396,27.325684210526315,0.011430872753215755,0.004236,active_this_month
1927,1170,29,14.788120457211482,0.5099351881797063,2024-02-14,2023-11-15,32.85,54,-1.0,decreasing,0.0009484695240533867,28.46,0.01190537942435859,0.004236,active_this_quarter
1928,2232,22,20.750430927710156,0.9432014058050071,2024-04-05,2023-11-27,32.96,3,0.7143,increasing,0.0013308757798432959,26.322511627906977,0.011011225872534204,0.004235,active_this_week
1929,919,30,16.378786919538598,0.54595956398462,2024-04-01,2023-11-11,30.95,7,-0.5,stable,0.0010504905122388976,27.878510638297872,0.011662130953441797,0.004234,active_this_week
1930,12670,23,20.57686604401403,0.8946463497397403,2024-03-30,2023-11-23,31.75,9,0.3571,stable,0.0013197438038015825,26.3234375,0.011011613183095197,0.004227,active_this_month
1931,7093,21,16.434667220790015,0.7826032009900007,2024-02-11,2023-11-10,35.52,56,-0.6071,decreasing,0.0010540745216392298,27.69103225806452,0.01158370504864411,0.004213,active_this_quarter
1932,6702,16,24.40209131038018,1.5251307068987612,2024-04-06,2023-11-18,32.720000000000006,2,0.6786,increasing,0.001565083270590821,24.819050359712232,0.010382298365588112,0.00421,active_this_week
1933,2304,19,18.108034697692933,0.9530544577733122,2024-03-25,2023-11-13,34.56,14,-0.3214,stable,0.0011613997262841888,27.06494736842105,0.01132180138866297,0.00421,active_this_month
1934,5435,21,16.000652884530215,0.761935851644296,2024-04-08,2023-11-11,35.6,0,-0.6429,decreasing,0.0010262380313877633,27.818053691275168,0.011636840619880882,0.004209,active_this_week
1935,7955,34,19.31414236965014,0.5680630108720629,2024-04-06,2023-11-19,27.1,2,1.6429,increasing,0.0012387561674146459,26.59453237410072,0.011125017516762372,0.004205,active_this_week
1936,5773,23,18.4360481938096,0.8015673127743305,2024-03-23,2023-11-17,32.5,16,0.1071,stable,0.001182437613109972,26.90354330708661,0.011254282885823232,0.004204,active_this_month
1937,11491,13,7.323255281019365,0.563327329309182,2023-11-13,2023-11-13,21.0,147,-0.9286,decreasing,0.0004696935267066141,30.85,0.012905163571379568,0.0042,dormant
1938,10414,21,17.539377232540737,0.835208439644797,2024-01-31,2023-12-14,32.8,67,-0.2857,stable,0.001124927594691611,27.16404255319149,0.01136325485928205,0.004196,active_this_quarter
1939,8111,18,20.291549431419668,1.1273083017455372,2024-03-13,2023-11-13,34.56,26,0.25,stable,0.0013014443780878888,26.111,0.01092274638613588,0.004188,active_this_month
1940,12607,21,23.591341344499394,1.1233972068809235,2024-03-13,2023-11-15,31.5,25,1.1071,increasing,0.0015130839893778892,24.906302521008403,0.010418797665863103,0.004185,active_this_month
1941,2342,18,22.40312384912423,1.244617991618013,2024-03-26,2024-03-02,28.2,13,1.2857,increasing,0.0014368749751511483,25.33304347826087,0.010597311826509786,0.004185,active_this_month
1942,7588,32,15.790099735539865,0.4934406167356208,2024-03-27,2023-11-16,30.720000000000006,12,-0.5,stable,0.001012733729364484,27.682,0.011579926676918288,0.004183,active_this_month
1943,8551,6,12.632049556771573,2.1053415927952623,2024-01-31,2024-01-31,20.52,67,0.0,insufficient_data,0.0008101850445157345,28.812,0.012052627968187622,0.004183,active_this_quarter
1944,12248,24,14.844898808745562,0.6185374503643984,2024-01-24,2023-11-20,32.025,74,-0.8214,decreasing,0.000952111131938032,27.98423076923077,0.011706355769729535,0.004178,active_this_quarter
1945,8325,25,20.964969572757685,0.8385987829103074,2024-03-31,2023-12-16,30.35,8,0.75,increasing,0.0013446357006627167,25.73358490566038,0.010764866206986433,0.004171,active_this_month
1946,5659,22,26.0114647852111,1.1823393084186864,2024-04-04,2024-03-02,27.680000000000003,4,2.2857,increasing,0.0016683040752977945,23.926181818181817,0.010008793841238383,0.00417,active_this_week
1947,9061,13,23.472081714030555,1.8055447472331196,2024-03-06,2023-12-09,34.800000000000004,32,0.4643,stable,0.0015054350034721514,24.811818181818182,0.010379273002907398,0.004168,active_this_quarter
1948,287,21,21.083078864991315,1.0039561364281577,2024-03-18,2023-11-11,31.55,21,0.5,stable,0.001352210907026179,25.59732283464567,0.010707865094668126,0.004159,active_this_month
1949,5767,30,15.163452585891125,0.5054484195297042,2024-03-31,2023-11-12,30.1,8,-0.6429,decreasing,0.0009725422983103158,27.718273381294964,0.011595100547871239,0.004159,active_this_month
1950,4753,21,14.154752789108457,0.6740358471004028,2024-01-07,2023-11-11,34.08,92,-0.8571,decreasing,0.0009078470573609727,28.066421052631576,0.011740737586626308,0.004158,dormant
1951,2579,17,21.04261611383747,1.2378009478727925,2024-03-22,2023-11-20,33.120000000000005,16,0.2143,stable,0.001349615737042284,25.597409836065577,0.01070790148907833,0.004157,active_this_month
1952,9924,12,29.245872472657375,2.4371560393881144,2024-04-06,2024-02-15,31.3,1,1.1429,increasing,0.0018757501215200371,22.662352941176472,0.009480109290703961,0.004157,active_this_week
1953,10020,22,19.200799063269976,0.8727635937849989,2024-04-06,2023-11-15,31.45,1,-0.1071,stable,0.0012314866383241788,26.258111888111884,0.010984286190977965,0.004157,active_this_week
1954,5855,22,20.99866991242752,0.9544849960194327,2024-04-07,2023-12-09,30.35,0,0.75,increasing,0.0013467971481042338,25.585,0.010702710209845907,0.004154,active_this_week
1955,3093,31,18.167408467740895,0.5860454344432546,2024-04-07,2023-11-22,26.6,1,0.6786,increasing,0.0011652077972004076,26.57764705882353,0.011117954056288905,0.004151,active_this_week
1956,6204,15,18.93852390883881,1.262568260589254,2024-02-22,2023-11-23,36.720000000000006,46,-0.4286,stable,0.0012146650285993915,26.2765054945055,0.010991980599379171,0.004148,active_this_quarter
1957,6280,27,17.939563036545238,0.6644282606127866,2024-04-05,2023-11-14,29.9,3,0.1429,stable,0.001150594415580399,26.578111888111884,0.011118148503549813,0.004141,active_this_week
1958,6023,30,14.259214679734667,0.4753071559911556,2024-03-01,2023-11-10,29.2,37,-0.7857,decreasing,0.0009145469567816352,27.85783783783784,0.011653483113201435,0.004136,active_this_quarter
1959,371,30,22.467973454821802,0.74893244849406,2024-03-28,2024-01-16,26.900000000000002,11,1.6429,increasing,0.0014410342511611723,24.907605633802817,0.010419342783651236,0.004135,active_this_month
1960,1159,24,16.803376345001027,0.7001406810417095,2024-03-21,2023-11-13,31.75,18,-0.2857,stable,0.0010777225145377474,26.925,0.011263258643740514,0.004133,active_this_month
1961,1959,22,16.627974534068446,0.7558170242758385,2024-03-22,2023-11-10,33.35,16,-0.5,stable,0.0010664727230165945,26.976165413533835,0.011284662145550933,0.004132,active_this_month
1962,7617,16,24.44377347582181,1.5277358422388632,2024-04-01,2023-12-02,31.680000000000003,6,0.7143,increasing,0.0015677566504657232,24.133000000000003,0.010095309966551155,0.004126,active_this_week
1963,5658,21,16.64015325980045,0.792388250466688,2024-03-30,2023-12-01,34.24000000000001,9,-0.2857,stable,0.0010672538331131772,26.92845378151261,0.011264703428679251,0.004126,active_this_month
1964,12661,20,20.294236775566702,1.0147118387783352,2024-03-08,2023-12-03,31.2,30,0.5357,increasing,0.00130161673697768,25.595,0.010706893407113777,0.004123,active_this_month
1965,6160,32,14.949851050451128,0.46718284532659776,2024-04-04,2023-11-10,29.900000000000002,3,-0.3929,stable,0.0009588424811332755,27.48109589041096,0.011495884524684611,0.00412,active_this_week
1966,3746,14,24.586071557463306,1.7561479683902361,2024-04-05,2024-02-14,29.2,2,0.8929,increasing,0.0015768832595002339,24.02,0.01004803983742422,0.004118,active_this_week
1967,7984,22,19.894922149484916,0.9043146431584053,2024-04-07,2023-11-18,31.360000000000003,0,0.3214,stable,0.0012760057910536728,25.698978723404256,0.010750389758279908,0.004118,active_this_week
1968,5428,14,24.88860908625322,1.7777577918752299,2024-03-29,2024-01-10,31.440000000000005,10,0.8214,increasing,0.0015962871875903465,23.902461538461537,0.009998871180306484,0.004117,active_this_month
1969,6024,30,13.753039334691799,0.45843464448972665,2024-04-06,2023-11-11,30.2,2,-1.0357,decreasing,0.0008820822571607818,27.880273972602737,0.011662868590966442,0.004116,active_this_week
1970,397,20,21.001428203757015,1.0500714101878508,2024-03-17,2023-11-28,31.5,22,0.5714,increasing,0.0013469740573519003,25.276146788990825,0.010573510818999255,0.004115,active_this_month
1971,11120,35,17.87403970034896,0.5106868485813988,2024-03-23,2023-12-18,26.5,15,0.7143,increasing,0.001146391928342329,26.38684210526316,0.011038136580245921,0.004114,active_this_month
1972,6653,18,17.76644188566907,0.9870245492038373,2024-03-14,2023-11-13,34.44,25,-0.2857,stable,0.0011394908993458516,26.403669421487603,0.01104517577857149,0.004111,active_this_month
1973,5890,21,15.569165321739996,0.7413888248447618,2024-02-25,2023-11-14,34.080000000000005,43,-0.75,decreasing,0.0009985636014628286,27.168588235294123,0.011365156407777284,0.004109,active_this_quarter
1974,7517,18,17.824786338795775,0.9902659077108764,2024-01-27,2023-11-17,33.6,72,-0.25,stable,0.0011432329526952518,26.350140845070424,0.011022783719109357,0.004107,active_this_quarter
1975,5195,18,20.875807445183007,1.1597670802879447,2024-04-07,2023-11-21,33.12,1,0.0714,stable,0.0013389170861201158,25.2415652173913,0.010559044665415877,0.004105,active_this_week
1976,1802,21,22.439189107337082,1.0685328146350992,2024-04-07,2023-11-14,29.95,1,0.9286,increasing,0.0014391881019877183,24.668275862068963,0.010319226418927529,0.004103,active_this_week
1977,3013,23,15.959113312589954,0.6938744918517371,2024-03-04,2023-11-18,33.0,35,-0.4286,stable,0.0010235737970693075,26.96509433962264,0.011280030896937163,0.004101,active_this_quarter
1978,3294,28,17.37934428396958,0.6206908672846279,2024-04-05,2023-11-09,29.45,2,0.0714,stable,0.0011146635198889118,26.39297297297297,0.011040701243151256,0.004092,active_this_week
1979,2249,12,26.39649549221903,2.1997079576849194,2024-04-02,2023-12-29,32.0,6,0.7143,increasing,0.0016929988897928757,23.15744680851064,0.00968721682202112,0.004091,active_this_week
1980,6559,17,21.67737687928274,1.2751398164283965,2024-04-06,2023-11-13,32.24000000000001,2,0.2857,stable,0.0013903275531808959,24.844,0.010392735292296727,0.004091,active_this_week
1981,5540,21,17.440372775781373,0.8304939417038749,2024-04-06,2023-11-30,34.32000000000001,1,-1.0,decreasing,0.0011185777201248317,26.31075,0.011006305751561586,0.004085,active_this_week
1982,399,28,15.883616260514959,0.5672720093041057,2024-02-06,2023-11-16,30.05,62,-0.3929,stable,0.0010187316230245267,26.859268292682927,0.011235761773894392,0.004084,active_this_quarter
1983,8694,24,16.162120951340665,0.6734217063058611,2024-02-29,2023-11-13,31.8,38,-0.6071,decreasing,0.0010365941507418524,26.762242990654205,0.011195174176058309,0.004084,active_this_quarter
1984,6894,19,20.377354702291626,1.0724923527521908,2024-03-25,2023-12-07,32.800000000000004,14,0.2143,stable,0.0013069476930399598,25.2556880733945,0.010564952534680587,0.004084,active_this_month
1985,11595,17,16.41070290929427,0.965335465252604,2024-04-08,2023-11-10,34.8,0,-0.4643,stable,0.0010525375163663554,26.64006711409396,0.011144065596755662,0.00408,active_this_week
1986,10936,23,17.805758865362236,0.7741634289287929,2024-03-27,2023-11-29,30.6,12,0.1429,stable,0.0011420125826878756,26.143898305084747,0.010936508396130687,0.00408,active_this_month
1987,5791,23,17.33107337668458,0.7535249294210686,2024-03-07,2023-11-11,32.720000000000006,31,-0.1429,stable,0.0011115675561664967,26.2794358974359,0.010993206444732392,0.004076,active_this_quarter
1988,2997,16,25.3516041873113,1.5844752617069562,2024-03-17,2024-02-02,30.640000000000004,22,1.0714,increasing,0.0016259824246835405,23.406727272727277,0.009791495757705566,0.004076,active_this_month
1989,1733,20,17.96907967177524,0.898453983588762,2024-03-28,2023-11-14,33.040000000000006,11,-0.25,stable,0.0011524875316832374,26.046222222222223,0.01089564856383401,0.004075,active_this_month
1990,5254,23,15.176261271471104,0.6598374465857002,2024-02-04,2023-12-01,32.720000000000006,64,-0.3214,stable,0.0009733638123053459,27.022625,0.011304097107068098,0.004073,active_this_quarter
1991,11970,18,19.11468103146246,1.0619267239701367,2024-02-23,2023-11-30,33.05,44,-0.0714,stable,0.0012259632637427217,25.565294117647056,0.010694466850523927,0.004067,active_this_quarter
1992,2451,17,22.76664241637801,1.3392142597869416,2024-03-05,2023-11-28,32.05,33,0.6786,increasing,0.0014601900599494754,24.245306122448977,0.01014228983301052,0.004065,active_this_quarter
1993,9091,16,23.380069783553495,1.4612543614720934,2024-04-08,2023-12-05,31.360000000000003,0,0.6786,increasing,0.001499533610380357,24.016,0.010046366558517072,0.004064,active_this_week
1994,4803,18,20.02490341289895,1.1124946340499418,2024-03-25,2023-11-12,32.080000000000005,14,0.2857,stable,0.0012843424331173401,25.214165413533834,0.010547582786952203,0.004063,active_this_month
1995,4105,16,21.940513451343683,1.3712820907089802,2024-04-02,2023-12-03,32.32000000000001,6,0.5357,increasing,0.00140720441187202,24.50770247933885,0.0102520554053346,0.004061,active_this_week
1996,1337,13,22.79291474819349,1.7533011344764222,2024-03-15,2024-01-13,30.880000000000003,23,0.6071,increasing,0.0014618750953212726,24.19735483870968,0.01012223086509761,0.00406,active_this_month
1997,1295,24,5.3994201913860795,0.2249758413077533,2023-11-12,2023-11-12,15.6,148,-1.7143,decreasing,0.000346304015706799,30.36,0.012700186905253928,0.004052,dormant
1998,4470,22,17.912029174814624,0.8141831443097556,2024-04-02,2023-11-29,30.32,5,0.0714,stable,0.001148828469136661,25.869419354838712,0.010821688436654977,0.004051,active_this_week
1999,1361,20,22.129285171953963,1.1064642585976983,2024-03-25,2023-11-21,30.25,13,0.7857,increasing,0.0014193117127639775,24.35,0.010186085347263939,0.004049,active_this_month
2000,2837,30,18.04898852289572,0.6016329507631907,2024-03-30,2023-12-20,28.25,9,0.0,stable,0.0011576126664296841,25.8,0.010792648951105117,0.004048,active_this_month
2001,1161,19,10.987605957765238,0.5782950504086968,2023-12-02,2023-11-12,30.075,128,-1.1786,decreasing,0.0007047149381425083,28.32131578947368,0.011847365083301547,0.004048,dormant
2002,12177,21,18.649955155510607,0.8880931026433623,2024-03-04,2023-11-26,31.3,35,0.25,stable,0.0011961570194904713,25.54515151515152,0.010686040802551214,0.004043,active_this_quarter
2003,1575,22,18.47694841160214,0.8398612914364609,2024-03-31,2023-11-16,31.840000000000003,8,-0.1786,stable,0.0011850608410053367,25.604000000000003,0.010710658284654862,0.004043,active_this_month
2004,1191,22,20.855451876180634,0.9479750852809379,2024-03-29,2023-11-19,29.760000000000005,10,0.6786,increasing,0.0013376115357021721,24.740615384615385,0.010349487468235052,0.004041,active_this_month
2005,6178,29,16.459958958208645,0.5675847916623671,2024-02-21,2023-11-21,28.2,47,0.0714,stable,0.0010556966643734157,26.289565217391303,0.010997443739088675,0.004038,active_this_quarter
2006,1570,35,10.796602905440949,0.3084743687268843,2024-01-07,2023-11-18,25.6,92,-1.5714,decreasing,0.0006924645257486589,28.31,0.011842631465340536,0.004038,dormant
2007,10971,24,15.434993593485038,0.6431247330618766,2024-03-25,2023-11-15,30.2,13,-0.5714,decreasing,0.0009899581944668812,26.639083969465645,0.011143654327963354,0.004036,active_this_month
2008,12538,29,17.30916339400611,0.59686770324159,2024-02-23,2023-11-15,29.2,44,0.3214,stable,0.0011101623099147371,25.97,0.01086376330465891,0.004036,active_this_quarter
2009,4234,17,21.037700664644376,1.2375118038026103,2024-04-05,2023-12-06,32.3,2,0.25,stable,0.0013493004736002412,24.62173553719008,0.010299757682939616,0.004034,active_this_week
2010,12147,22,14.638678930028005,0.6653944968194548,2024-02-03,2023-11-10,31.5,65,-0.6786,decreasing,0.0009388847539961207,26.9,0.011252800650570839,0.004033,active_this_quarter
2011,6967,17,20.552623300717286,1.2089778412186638,2024-03-14,2023-12-12,32.05,25,0.1786,stable,0.0013181889406759448,24.784347826086957,0.01036778161120317,0.004033,active_this_month
2012,7979,16,20.49745387326771,1.2810908670792318,2024-04-05,2023-11-30,32.88,2,0.1786,stable,0.0013146505247733423,24.790992125984253,0.010370561052920897,0.004031,active_this_week
2013,1533,33,11.233669354737279,0.3404142228708266,2024-01-07,2023-11-16,26.7,92,-1.4286,decreasing,0.0007204967701669574,28.093529411764703,0.011752077548012522,0.00403,dormant
2014,9112,7,14.708441742434399,2.1012059632049143,2024-03-21,2024-03-21,16.8,18,0.0,insufficient_data,0.0009433591496213911,26.83,0.011223518269695747,0.004027,active_this_month
2015,7196,17,19.447575760260346,1.1439750447211967,2024-04-03,2023-11-12,32.800000000000004,5,0.2143,stable,0.0012473142194572352,25.09197183098592,0.010496466800885632,0.004022,active_this_week
2016,4462,21,17.977707246955177,0.856081297474056,2024-03-16,2023-11-22,31.280000000000005,23,-0.0357,stable,0.0011530408807141927,25.59694736842105,0.010707708029739624,0.004019,active_this_month
2017,12256,19,5.9319756935327375,0.3122092470280388,2023-11-14,2023-11-14,16.8,145,-1.3571,decreasing,0.00038046066631798153,29.83,0.012478477450056806,0.00401,dormant
2018,10932,20,20.329854429221793,1.0164927214610897,2024-04-01,2023-11-30,29.75,7,0.5714,increasing,0.0013039011556844312,24.679268292682924,0.010323824769498688,0.00401,active_this_week
2019,2797,20,16.22694618260581,0.8113473091302905,2024-02-15,2023-11-28,32.64,53,-0.3571,stable,0.001040751863442571,26.122461538461536,0.010927540973773669,0.004007,active_this_quarter
2020,1350,20,17.279055586575733,0.8639527793287867,2024-02-23,2023-12-07,33.60000000000001,44,-0.3571,stable,0.0011082312776468837,25.73692307692308,0.010766262629877014,0.004006,active_this_quarter
2021,8363,13,19.310662783883103,1.4854355987602388,2024-03-27,2023-12-03,34.080000000000005,11,-0.0,stable,0.0012385329963182303,25.00234782608696,0.010458975311642742,0.004005,active_this_month
2022,421,18,21.723682254594184,1.2068712363663436,2024-03-21,2024-01-08,29.625,17,0.8571,increasing,0.001393297453068433,24.12431506849315,0.010091676888376045,0.004003,active_this_month
2023,2806,18,19.822686646062948,1.1012603692257192,2024-03-30,2024-01-07,29.92,9,0.5714,increasing,0.0012713728038022754,24.801397590361447,0.010374913863936257,0.004002,active_this_month
2024,1595,27,18.308344443460836,0.6780868312392903,2024-04-05,2023-11-11,27.7,3,0.75,increasing,0.0011742470444935215,25.322054794520547,0.010592715043329785,0.004,active_this_week
2025,1852,19,21.524438605209674,1.1328651897478776,2024-04-06,2023-11-11,30.45,2,0.5714,increasing,0.001380518511359838,24.14244897959184,0.01009926266111243,0.003996,active_this_week
2026,5614,22,23.553144261065945,1.0705974664120885,2024-04-07,2023-11-30,28.26,1,1.3929,increasing,0.0015106341331132492,23.3935,0.009785962528592153,0.003993,active_this_week
2027,12359,31,13.441975886380371,0.43361212536710875,2024-01-23,2023-11-11,27.65,75,-0.75,decreasing,0.0008621314999550904,27.011232876712327,0.011299331557166874,0.003993,active_this_quarter
2028,3349,20,21.638669911845398,1.08193349559227,2024-03-30,2023-11-23,30.4,9,0.4286,stable,0.0013878449943534187,24.066771653543302,0.010067605342755833,0.003992,active_this_month
2029,11103,25,20.507620955783285,0.8203048382313314,2024-03-03,2024-01-03,29.1,35,1.1071,increasing,0.0013153026135862824,24.47271186440678,0.010237418140856108,0.003992,active_this_quarter
2030,5897,17,20.609430856594155,1.2123194621525974,2024-02-22,2024-01-16,31.6,46,0.5714,increasing,0.0013218324216471113,24.42621621621622,0.010217968094008247,0.003991,active_this_quarter
2031,5414,18,21.30329643326495,1.1835164685147195,2024-04-03,2023-11-10,30.880000000000003,4,0.3214,stable,0.0013663350584200656,24.17383333333333,0.010112391355394957,0.00399,active_this_week
2032,2961,23,16.930026351819606,0.7360881022530263,2024-03-28,2023-11-13,30.7,11,-0.1429,stable,0.0010858454989316159,25.725555555555555,0.010761507371444306,0.003989,active_this_month
2033,4336,18,17.829665680808567,0.9905369822671426,2024-03-21,2023-11-21,32.95,18,-0.0714,stable,0.00114354590032169,25.395,0.010623229461756374,0.003987,active_this_month
2034,11294,17,21.057793741650663,1.2386937495088626,2024-02-15,2023-12-14,32.5,53,0.3929,stable,0.0013505891885008307,24.233870967741936,0.010137506282217703,0.003987,active_this_quarter
2035,5439,17,18.66851913023424,1.098148184131426,2024-03-22,2023-11-12,32.56,17,-0.0357,stable,0.0011973476619606628,25.05523076923077,0.010481097289970353,0.003982,active_this_month
2036,2890,26,18.474587266984294,0.7105610487301651,2024-02-27,2023-11-19,29.520000000000003,41,0.5714,increasing,0.0011849094036595028,25.12109090909091,0.010508647885682803,0.003982,active_this_quarter
2037,2355,19,14.954816560031091,0.787095608422689,2024-03-10,2023-11-19,32.800000000000004,29,-0.5714,decreasing,0.0009591609553113576,26.305000000000003,0.011003900413132563,0.003973,active_this_month
2038,6333,33,16.87766639734089,0.5114444362830572,2024-04-05,2023-11-10,26.9,3,0.8214,increasing,0.0010824872749269103,25.622876712328765,0.010718554785798867,0.003973,active_this_week
2039,5082,13,24.83669972117331,1.9105153631671778,2024-03-30,2024-02-13,29.760000000000005,9,0.7143,increasing,0.0015929578631549857,22.77266666666667,0.00952625569821188,0.003973,active_this_month
2040,4913,29,14.748897107832677,0.508582658890782,2024-02-02,2023-11-16,28.000000000000004,65,-0.4286,stable,0.0009459538459031622,26.357692307692307,0.011025942644890185,0.00397,active_this_quarter
2041,7938,16,17.364379698692428,1.0852737311682767,2024-01-31,2023-12-16,32.96,68,-0.25,stable,0.0011137037323948524,25.40643478260869,0.010628012856893111,0.003968,active_this_quarter
2042,10802,26,19.322298590295475,0.7431653303959798,2024-04-06,2023-11-27,27.85,2,0.7143,increasing,0.0012392792850573471,24.71,0.010336680448907265,0.003968,active_this_week
2043,3397,19,19.287122572743865,1.0151117143549402,2024-04-04,2023-11-17,30.720000000000002,3,0.2857,stable,0.001237023191680112,24.703739130434784,0.010334061403661294,0.003966,active_this_week
2044,10622,28,13.78426833734432,0.49229529776229713,2024-03-09,2023-12-05,30.35,29,-0.8929,decreasing,0.00088408519981791,26.64617021276596,0.011146618643324687,0.003963,active_this_month
2045,4075,20,16.8752420716097,0.8437621035804851,2024-04-03,2023-11-18,31.840000000000003,5,-0.25,stable,0.0010823317853175943,25.537823529411767,0.010682975361558662,0.003963,active_this_week
2046,7290,15,16.736660944527976,1.1157773963018651,2024-03-02,2023-11-26,34.32000000000001,37,-0.3214,stable,0.0010734435715634325,25.579113402061857,0.010700247729804718,0.003961,active_this_quarter
2047,7669,25,21.296580603413737,0.8518632241365495,2024-04-05,2023-11-12,28.4,2,1.5,increasing,0.0013659043234959735,23.91068965517241,0.010002313163840948,0.003957,active_this_week
2048,11679,19,21.267278229485004,1.1193304331307896,2024-04-05,2023-12-22,30.025,2,0.6786,increasing,0.0013640249495258847,23.90785714285714,0.010001128268063104,0.003955,active_this_week
2049,4340,14,21.732673044523477,1.552333788894534,2024-04-03,2023-11-15,31.92,5,0.3214,stable,0.0013938740976981393,23.73113669064748,0.00992720261677708,0.003954,active_this_week
2050,3332,14,17.21160392909697,1.2294002806497837,2024-02-02,2024-01-06,29.92,65,0.25,stable,0.0011039051131656974,25.34088888888889,0.010600593716540232,0.003953,active_this_quarter
2051,11633,21,16.73041394911918,0.7966863785294847,2024-03-30,2023-11-10,30.900000000000002,8,-0.25,stable,0.0010730429063957874,25.504285714285714,0.010668945831898098,0.003952,active_this_month
2052,7173,12,22.195947932934942,1.8496623277445785,2024-04-01,2023-11-19,32.56,6,0.3214,stable,0.0014235872795855123,23.543462686567164,0.009848694878665177,0.003951,active_this_week
2053,6673,20,17.913326076012048,0.8956663038006024,2024-04-02,2023-11-12,31.680000000000003,6,-0.1429,stable,0.0011489116488257243,25.07182978723404,0.010488040986646414,0.003951,active_this_week
2054,7312,18,19.320450849766,1.0733583805425555,2024-04-08,2023-11-29,31.7,0,0.4286,stable,0.0012391607760429233,24.55846153846154,0.01027328892107877,0.003949,active_this_week
